case_title,subject,reason,type,location,neighborhood,location_street_name,location_zipcode,latitude,longitude
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,322 Bunker Hill St  Charlestown  MA  02129,Charlestown,322 Bunker Hill St,2129.0,42.3809,-71.0669
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,106 Clare Ave  Hyde Park  MA  02136,Hyde Park,106 Clare Ave,2136.0,42.2745,-71.1186
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,697 Metropolitan Ave  Hyde Park  MA  02136,Hyde Park,697 Metropolitan Ave,2136.0,42.2621,-71.117
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,49 Melcher St  Boston  MA  02210,South Boston / South Boston Waterfront,49 Melcher St,2210.0,42.3494,-71.0504
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,84 Prince St  Boston  MA  02113,Boston,84 Prince St,2113.0,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,11 Peterborough St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,11 Peterborough St,2215.0,42.3444,-71.0958
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,37 Holborn St  Dorchester  MA  02121,Roxbury,37 Holborn St,2121.0,42.3142,-71.0806
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,124 Homestead St  Dorchester  MA  02121,Roxbury,124 Homestead St,2121.0,42.3114,-71.0889
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,210 W Third St  South Boston  MA  02127,South Boston,210 W Third St,2127.0,42.3393,-71.0491
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,404 K St  South Boston  MA  02127,South Boston / South Boston Waterfront,404 K St,2127.0,42.3301,-71.0371
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,174 Monsignor Dennis F. O'Callaghan Way  South Boston  MA  02127,South Boston,174 Monsignor Dennis F. O'Callaghan Way,2127.0,42.3264,-71.0555
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of W Newton St & Tremont St  Roxbury  MA  ,South End,INTERSECTION W Newton St & Tremont St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1091 Boylston St  Boston  MA  02215,Boston,1091 Boylston St,2215.0,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Boylston St & Massachusetts Tpke W  Boston  MA  ,Back Bay,INTERSECTION Boylston St & Massachusetts Tpke W,,42.3594,-71.0587
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,INTERSECTION of River St & Charles St  Boston  MA  ,Beacon Hill,INTERSECTION River St & Charles St,,42.3594,-71.0587
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,INTERSECTION of State St & Broad St  Boston  MA  ,Downtown / Financial District,INTERSECTION State St & Broad St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Mercantile St & Cross St  Boston  MA  ,Downtown / Financial District,INTERSECTION Mercantile St & Cross St,,42.3594,-71.0587
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,41 Corey St  West Roxbury  MA  02132,West Roxbury,41 Corey St,2132.0,42.2859,-71.1543
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,178 Manchester St  Mattapan  MA  02126,Dorchester,178 Manchester St,2126.0,42.2742,-71.0745
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,201 Rivermoor St  West Roxbury  MA  02132,West Roxbury,201 Rivermoor St,2132.0,42.2787,-71.1803
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,97 Fuller St  Dorchester  MA  02124,Dorchester,97 Fuller St,2124.0,42.2826,-71.0701
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,50 Melcher St  Boston  MA  02210,Boston,50 Melcher St,2210.0,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,38 Garden St  Boston  MA  02114,Boston,38 Garden St,2114.0,42.3601,-71.0668
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,71 Wheatland Ave  Dorchester  MA  02124,Dorchester,71 Wheatland Ave,2124.0,42.2932,-71.0754
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Piedmont St & Church St  Boston  MA  ,Back Bay,INTERSECTION Piedmont St & Church St,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,17 Woodhaven St  Mattapan  MA  02126,Greater Mattapan,17 Woodhaven St,2126.0,42.2732,-71.0949
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,875 E Second St  South Boston  MA  02127,South Boston / South Boston Waterfront,875 E Second St,2127.0,42.3373,-71.0281
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,4 Humboldt Ave  Roxbury  MA  02119,Roxbury,4 Humboldt Ave,2119.0,42.3205,-71.0857
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,64 Chandler St  Boston  MA  02116,South End,64 Chandler St,2116.0,42.3466,-71.0718
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,700 Boylston St  Boston  MA  02116,Boston,700 Boylston St,2116.0,42.3492,-71.0787
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1 Huntington Ave  Boston  MA  02116,Boston,1 Huntington Ave,2116.0,42.3488,-71.0781
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,1330 Commonwealth Ave  Allston  MA  02134,Allston / Brighton,1330 Commonwealth Ave,2134.0,42.3479,-71.135
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,80 Piers Park Ln  East Boston  MA  02128,East Boston,80 Piers Park Ln,2128.0,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,28 Bowditch Rd  Jamaica Plain  MA  02130,Jamaica Plain,28 Bowditch Rd,2130.0,42.3108,-71.1269
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,17 Gleason St  Dorchester  MA  02121,Greater Mattapan,17 Gleason St,2121.0,42.2971,-71.0814
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,421-423 Hanover St  Boston  MA  02109,Downtown / Financial District,421-423 Hanover St,2109.0,42.3657,-71.0527
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INTERSECTION of Hillside St & Sachem St  Mission Hill  MA  ,Mission Hill,INTERSECTION Hillside St & Sachem St,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,52 Stockton St  Dorchester  MA  02124,Dorchester,52 Stockton St,2124.0,42.2824,-71.0742
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,158 Newbury St  Boston  MA  02116,Back Bay,158 Newbury St,2116.0,42.3505,-71.0783
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,480 Columbia Rd  Dorchester  MA  02125,Dorchester,480 Columbia Rd,2125.0,42.3142,-71.0679
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,INTERSECTION of Columbia Rd & Hancock St  Dorchester  MA  ,Dorchester,INTERSECTION Columbia Rd & Hancock St,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INTERSECTION of Franklin Ter & Warren Ave  Hyde Park  MA  ,Hyde Park,INTERSECTION Franklin Ter & Warren Ave,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,11 Linden St  South Boston  MA  02127,South Boston / South Boston Waterfront,11 Linden St,2127.0,42.3342,-71.0448
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,1723 Washington St  Roxbury  MA  02118,Roxbury,1723 Washington St,2118.0,42.3371,-71.0766
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Bragdon St & Amory St  Roxbury  MA  ,Jamaica Plain,INTERSECTION Bragdon St & Amory St,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,813 Parker St  Mission Hill  MA  02120,Mission Hill,813 Parker St,2120.0,42.3282,-71.0995
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,161 Newbury St  Boston  MA  02116,Back Bay,161 Newbury St,2116.0,42.3509,-71.0787
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,28 Marion St  Roslindale  MA  02131,Roslindale,28 Marion St,2131.0,42.2876,-71.1201
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,311 N Harvard St  Allston  MA  02134,Allston / Brighton,311 N Harvard St,2134.0,42.3594,-71.128
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Winter St & Tremont St  Boston  MA  ,Beacon Hill,INTERSECTION Winter St & Tremont St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Centre St & Lagrange St  West Roxbury  MA  ,West Roxbury,INTERSECTION Centre St & Lagrange St,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INTERSECTION of Church St & Melrose St  Boston  MA  ,Back Bay,INTERSECTION Church St & Melrose St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Berkeley St & Commonwealth Ave  Boston  MA  ,Back Bay,INTERSECTION Berkeley St & Commonwealth Ave,,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,700 Boylston St  Boston  MA  02116,Boston,700 Boylston St,2116.0,42.3492,-71.0787
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,156 I St  South Boston  MA  02127,South Boston / South Boston Waterfront,156 I St,2127.0,42.3328,-71.0397
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,1056 Commonwealth Ave  Boston  MA  02215,Allston / Brighton,1056 Commonwealth Ave,2215.0,42.3516,-71.123
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,INTERSECTION of Seaver St & Normandy St  Dorchester  MA  ,Roxbury,INTERSECTION Seaver St & Normandy St,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INTERSECTION of Elmira St & Murdock Ter  Brighton  MA  ,Allston / Brighton,INTERSECTION Elmira St & Murdock Ter,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,91 Ames St  Dorchester  MA  02124,Greater Mattapan,91 Ames St,2124.0,42.2895,-71.0839
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Alban St & Talbot Ave  Dorchester  MA  ,Dorchester,INTERSECTION Alban St & Talbot Ave,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1091 Boylston St  Boston  MA  02215,Boston,1091 Boylston St,2215.0,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,62 Westview St  Dorchester  MA  02124,Greater Mattapan,62 Westview St,2124.0,42.2908,-71.082
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,160 Commonwealth Ave  Boston  MA  02116,Back Bay,160 Commonwealth Ave,2116.0,42.3513,-71.0787
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,1305 Commonwealth Ave  Allston  MA  02134,Allston / Brighton,1305 Commonwealth Ave,2134.0,42.349,-71.1346
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,14 Irwin Ave  Roxbury  MA  02119,Roxbury,14 Irwin Ave,2119.0,42.3214,-71.0782
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,12 Union Ave  Jamaica Plain  MA  02130,Jamaica Plain,12 Union Ave,2130.0,42.3094,-71.106
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of E Newton St & Harrison Ave  Roxbury  MA  ,South End,INTERSECTION E Newton St & Harrison Ave,,42.3594,-71.0587
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,253 Summer St  Boston  MA  02210,South Boston / South Boston Waterfront,253 Summer St,2210.0,42.3502,-71.0513
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,82 Leyden St  East Boston  MA  02128,East Boston,82 Leyden St,2128.0,42.3897,-71.0091
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,126 Calumet St  Mission Hill  MA  02120,Mission Hill,126 Calumet St,2120.0,42.331,-71.1026
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,3 Goodwin Pl  Boston  MA  02114,Beacon Hill,3 Goodwin Pl,2114.0,42.3599,-71.069
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,79 Mayfield St  Dorchester  MA  02125,Dorchester,79 Mayfield St,2125.0,42.3171,-71.0606
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Washington St & Westminster Ave  Roxbury  MA  ,Roxbury,INTERSECTION Washington St & Westminster Ave,,42.3594,-71.0587
Sidewalk Cover / Manhole,Boston Water & Sewer Commission,Sidewalk Cover / Manhole,Sidewalk Cover / Manhole,INTERSECTION of Morton St & Blue Hill Ave  Mattapan  MA  ,Greater Mattapan,INTERSECTION Morton St & Blue Hill Ave,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Centre St & Arborway  Jamaica Plain  MA  ,Jamaica Plain,INTERSECTION Centre St & Arborway,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1820 Washington St  Roxbury  MA  02118,Roxbury,1820 Washington St,2118.0,42.3354,-71.0777
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,24 Summit St  Hyde Park  MA  02136,Hyde Park,24 Summit St,2136.0,42.2514,-71.1103
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,148 Northern Ave  Boston  MA  02210,,148 Northern Ave,2210.0,42.3509,-71.0428
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,68 Day St  Jamaica Plain  MA  02130,Jamaica Plain,68 Day St,2130.0,42.3243,-71.1082
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,62 Westview St  Dorchester  MA  02124,Greater Mattapan,62 Westview St,2124.0,42.2908,-71.082
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,17 Gleason St  Dorchester  MA  02121,Greater Mattapan,17 Gleason St,2121.0,42.2971,-71.0814
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,81 F St  South Boston  MA  02127,South Boston / South Boston Waterfront,81 F St,2127.0,42.3352,-71.0494
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,1586 Hyde Park Ave  Hyde Park  MA  02136,Hyde Park,1586 Hyde Park Ave,2136.0,42.2452,-71.1288
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,266 Poplar St  Roslindale  MA  02131,Roslindale,266 Poplar St,2131.0,42.2812,-71.1252
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INTERSECTION of Ballou Ave & Mountain Ave  Dorchester  MA  ,Greater Mattapan,INTERSECTION Ballou Ave & Mountain Ave,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,45 Mount Ida Rd  Dorchester  MA  02122,Dorchester,45 Mount Ida Rd,2122.0,42.3055,-71.0649
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,19 Harlem St  Dorchester  MA  02121,Greater Mattapan,19 Harlem St,2121.0,42.3001,-71.081
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,881 American Legion Hwy  Roslindale  MA  02131,Roslindale,881 American Legion Hwy,2131.0,42.2774,-71.1164
